Name of the Journal,Website URL,Editor URL,Archive URL,Contact URL,ISSN
"Hydrology: Current Research Open Access Journal, Official Journal of Slovak Society of Medical Genetics",https://www.omicsonline.org/hydrology-current-research.php,https://www.omicsonline.org/editorialboard-hydrology-current-research-open-access.php,https://www.omicsonline.org/archive-hydrology-current-research-open-access.php,https://www.omicsonline.org/contact-hydrology-current-research-open-access.php, ISSN: 2157-7587
International Journal of Waste Resources Open Access Journal,https://www.omicsonline.org/international-journal-waste-resources.php,https://www.omicsonline.org/editorialboard-international-journal-waste-resources-open-access.php,https://www.omicsonline.org/archive-international-journal-waste-resources-open-access.php,https://www.omicsonline.org/contact-international-journal-waste-resources-open-access.php, E-ISSN: 2252-5211
Journal of Biodiversity & Endangered Species Open Access Journal,https://www.omicsonline.org/biodiversity-endangered-species.php,https://www.omicsonline.org/editorialboard-biodiversity-endangered-species-open-access.php,https://www.omicsonline.org/archive-biodiversity-endangered-species-open-access.php,https://www.omicsonline.org/contact-biodiversity-endangered-species-open-access.php, ISSN: 2332-2543
"Journal of Biodiversity, Bioprospecting and Development Open Access Journal",https://www.omicsonline.org/international-journal-of-biodiversity-bioprocessing-and-development.php,https://www.omicsonline.org/editorialboard-biodiversity-bioprospecting-and-development-open-access.php,https://www.omicsonline.org/archive-biodiversity-bioprospecting-and-development-open-access.php,https://www.omicsonline.org/contact-biodiversity-bioprospecting-and-development-open-access.php, ISSN: 2376-0214
Journal of Bioremediation & Biodegradation Open Access Journal,https://www.omicsonline.org/bioremediation-biodegradation.php,https://www.omicsonline.org/editorialboard-bioremediation-biodegradation-open-access.php,https://www.omicsonline.org/archive-bioremediation-biodegradation-open-access.php,https://www.omicsonline.org/contact-bioremediation-biodegradation-open-access.php, ISSN: 2155-6199
Journal of Climatology & Weather Forecasting Open Access Journal,https://www.omicsonline.org/climatology-weather-forecasting.php,https://www.omicsonline.org/editorialboard-climatology-weather-forecasting-open-access.php,https://www.omicsonline.org/archive-climatology-weather-forecasting-open-access.php,https://www.omicsonline.org/contact-climatology-weather-forecasting-open-access.php, ISSN : 2332-2594
Journal of Ecosystem & Ecography Open Access Journal,https://www.omicsonline.org/ecosystem-ecography.php,https://www.omicsonline.org/editorialboard-ecosystem-ecography-open-access.php,https://www.omicsonline.org/archive-ecosystem-ecography-open-access.php,https://www.omicsonline.org/contact-ecosystem-ecography-open-access.php, ISSN: 2157-7625
Journal of Environmental & Analytical Toxicology Open Access Journal,https://www.omicsonline.org/environmental-analytical-toxicology.php,https://www.omicsonline.org/editorialboard-environmental-analytical-toxicology-open-access.php,https://www.omicsonline.org/archive-environmental-analytical-toxicology-open-access.php,https://www.omicsonline.org/contact-environmental-analytical-toxicology-open-access.php, ISSN: 2161-0525
Journal of Fundamentals of Renewable Energy and Applications Open Access Journal,https://www.omicsonline.org/fundamentals-renewable-energy-applications.php,https://www.omicsonline.org/editorialboard-fundamentals-renewable-energy-applications-open-access.php,https://www.omicsonline.org/archive-fundamentals-renewable-energy-applications-open-access.php,https://www.omicsonline.org/contact-fundamentals-renewable-energy-applications-open-access.php, ISSN: 2090-4541
Journal of Petroleum & Environmental Biotechnology Open Access Journal,https://www.omicsonline.org/petroleum-environmental-biotechnology.php,https://www.omicsonline.org/editorialboard-petroleum-environmental-biotechnology-open-access.php,https://www.omicsonline.org/archive-petroleum-environmental-biotechnology-open-access.php,https://www.omicsonline.org/contact-petroleum-environmental-biotechnology-open-access.php, ISSN:2157-7463
Journal of Pollution ,https://www.omicsonline.org/journal-pollution.php,https://www.omicsonline.org/editorialboard-journal-pollution.php,https://www.omicsonline.org/archive-journal-pollution.php,https://www.omicsonline.org/contact-journal-pollution.php, 
Journal of Pollution Effects & Control Open Access Journal,https://www.omicsonline.org/pollution-and-effects.php,https://www.omicsonline.org/editorialboard-pollution-effects-control-open-access.php,https://www.omicsonline.org/archive-pollution-effects-control-open-access.php,https://www.omicsonline.org/contact-pollution-effects-control-open-access.php, ISSN: 2375-4397
Advances in Automobile Engineering Open Access Journal,https://www.omicsonline.org/advances-in-automobile-engineering.php,https://www.omicsonline.org/editorialboard-advances-in-automobile-engineering-open-access.php,https://www.omicsonline.org/archive-advances-in-automobile-engineering-open-access.php,https://www.omicsonline.org/contact-advances-in-automobile-engineering-open-access.php, ISSN: 2167-7670
Advances in Robotics & Automation Open Access Journal,https://www.omicsonline.org/advances-in-robotics-automation.php,https://www.omicsonline.org/editorialboard-advances-in-robotics-automation-open-access.php,https://www.omicsonline.org/archive-advances-in-robotics-automation-open-access.php,https://www.omicsonline.org/contact-advances-in-robotics-automation-open-access.php, ISSN: 2168-9695
"Bioceramics Development and Applications Open Access Journal, Official Journal of International Society for Ceramics in Medicine",https://www.omicsonline.org/bioceramics-development-applications.php,https://www.omicsonline.org/editorialboard-bioceramics-development-applications-open-access.php,https://www.omicsonline.org/archive-bioceramics-development-applications-open-access.php,https://www.omicsonline.org/contact-bioceramics-development-applications-open-access.php, ISSN:2090-5025 
Biosensors Journal Open Access Journal,https://www.omicsonline.org/biosensors-journal.php,https://www.omicsonline.org/editorialboard-biosensors-journal-open-access.php,https://www.omicsonline.org/archive-biosensors-journal-open-access.php,https://www.omicsonline.org/contact-biosensors-journal-open-access.php, ISSN: 2090-4967
Global Journal of Technology and Optimization Open Access Journal,https://www.omicsonline.org/global-journal-technology-optimization.php,https://www.omicsonline.org/editorialboard-global-journal-technology-optimization-open-access.php,https://www.omicsonline.org/archive-global-journal-technology-optimization-open-access.php,https://www.omicsonline.org/contact-global-journal-technology-optimization-open-access.php, ISSN: 2229-8711
Industrial Engineering & Management Open Access Journal,https://www.omicsonline.org/industrial-engineering-management.php,https://www.omicsonline.org/editorialboard-industrial-engineering-management-open-access.php,https://www.omicsonline.org/archive-industrial-engineering-management-open-access.php,https://www.omicsonline.org/contact-industrial-engineering-management-open-access.php, ISSN: 2169-0316
Innovative Energy & Research Open Access Journal,https://www.omicsonline.org/innovative-energy-policies.php,https://www.omicsonline.org/editorialboard-innovative-energy-policies-open-access.php,https://www.omicsonline.org/archive-innovative-energy-policies-open-access.php,https://www.omicsonline.org/contact-innovative-energy-policies.php, ISSN: 2576-1463
"International Journal of Advance Innovations, Thoughts & Ideas Open Access Journal",https://www.omicsonline.org/international-journal-advance-innovations-thoughts-ideas.php,https://www.omicsonline.org/editorialboard-international-journal-advance-innovations-thoughts-ideas-open-access.php,https://www.omicsonline.org/archive-international-journal-advance-innovations-thoughts-ideas-open-access.php,https://www.omicsonline.org/contact-international-journal-advance-innovations-thoughts-ideas-open-access.php, ISSN: 2277-1891
International Journal of Advancements in Technology Open Access Journal,https://www.omicsonline.org/international-journal-of-advancements-in-technology.php,https://www.omicsonline.org/editorialboard-international-journal-of-advancements-in-technology.php,https://www.omicsonline.org/archive-international-journal-of-advancements-in-technology.php,https://www.omicsonline.org/contact-international-journal-of-advancements-in-technology.php, ISSN: 0976-4860
International Journal of Sensor Networks and Data Communications Open Access Journal,https://www.omicsonline.org/sensor-networks-data-communications.php,https://www.omicsonline.org/editorialboard-sensor-networks-data-communications-open-access.php,https://www.omicsonline.org/archive-sensor-networks-data-communications-open-access.php,https://www.omicsonline.org/contact-sensor-networks-data-communications-open-access.php, ISSN: 2090-4886
International Journal of Swarm Intelligence and Evolutionary Computation Open Access Journal,https://www.omicsonline.org/swarm-intelligence-evolutionary-computation.php,https://www.omicsonline.org/editorialboard-swarm-intelligence-evolutionary-computation-open-access.php,https://www.omicsonline.org/archive-swarm-intelligence-evolutionary-computation-open-access.php,https://www.omicsonline.org/contact-swarm-intelligence-evolutionary-computation-open-access.php, ISSN: 2090-4908
Irrigation & Drainage Systems Engineering Open Access Journal,https://www.omicsonline.org/irrigation-and-drainage-systems-engineering.php,https://www.omicsonline.org/editorialboard-irrigation-and-drainage-systems-engineering-open-access.php,https://www.omicsonline.org/archive-irrigation-and-drainage-systems-engineering-open-access.php,https://www.omicsonline.org/contact-irrigation-and-drainage-systems-engineering-open-access.php, ISSN: 2168-9768
"Journal of Aeronautics & Aerospace Engineering  Open Access Journal, Official Journal of Brazilian Association of Ultra lights",https://www.omicsonline.org/aeronautics-aerospace-engineering.php,https://www.omicsonline.org/editorialboard-aeronautics-aerospace-engineering-open-access.php,https://www.omicsonline.org/archive-aeronautics-aerospace-engineering-open-access.php,https://www.omicsonline.org/contact-aeronautics-aerospace-engineering-open-access.php, ISSN: 2168-9792
Journal of Applied Mechanical Engineering Open Access Journal,https://www.omicsonline.org/applied-mechanical-engineering.php,https://www.omicsonline.org/editorialboard-applied-mechanical-engineering-open-access.php,https://www.omicsonline.org/archive-applied-mechanical-engineering-open-access.php,https://www.omicsonline.org/contact-applied-mechanical-engineering-open-access.php, ISSN: 2168-9873
Journal of Architectural Engineering Technology Open Access Journal,https://www.omicsonline.org/architectural-engineering-technology.php,https://www.omicsonline.org/editorialboard-architectural-engineering-technology-open-access.php,https://www.omicsonline.org/archive-architectural-engineering-technology-open-access.php,https://www.omicsonline.org/contact-architectural-engineering-technology-open-access.php, ISSN: 2168-9717
"Journal of Biosensors & Bioelectronics Open Access Journal, Official Journal of International Frequency Sensors Association, Romanian Measurement Society",https://www.omicsonline.org/biosensors-bioelectronics.php,https://www.omicsonline.org/editorialboard-biosensors-bioelectronics-open-access.php,https://www.omicsonline.org/archive-biosensors-bioelectronics-open-access.php,https://www.omicsonline.org/contact-biosensors-bioelectronics-open-access.php, ISSN: 2155-6210
Journal of Civil & Environmental Engineering Open Access Journal,https://www.omicsonline.org/civil-environmental-engineering.php,https://www.omicsonline.org/editorialboard-civil-environmental-engineering-open-access.php,https://www.omicsonline.org/archive-civil-environmental-engineering-open-access.php,https://www.omicsonline.org/contact-civil-environmental-engineering-open-access.php, ISSN: 2165-784X
Journal of Electrical & Electronic Systems Open Access Journal,https://www.omicsonline.org/electrical-electronic-systems.php,https://www.omicsonline.org/editorialboard-electrical-electronic-systems-open-access.php,https://www.omicsonline.org/archive-electrical-electronic-systems-open-access.php,https://www.omicsonline.org/contact-electrical-electronic-systems-open-access.php, ISSN: 2332-0796
Journal of Information Technology & Software Engineering Open Access Journal,https://www.omicsonline.org/information-technology-software-engineering.php,https://www.omicsonline.org/editorialboard-information-technology-software-engineering-open-access.php,https://www.omicsonline.org/archive-information-technology-software-engineering-open-access.php,https://www.omicsonline.org/contact-information-technology-software-engineering-open-access.php, ISSN: 2165- 7866
Journal of Steel Structures & Construction Open Access Journal,https://www.omicsonline.org/steel-structures-construction.php,https://www.omicsonline.org/editorialboard-steel-structures-construction.php,https://www.omicsonline.org/archive-steel-structures-construction.php,https://www.omicsonline.org/contact-steel-structures-construction.php, ISSN: 2472-0437
Journal of Telecommunications System & Management Open Access Journal,https://www.omicsonline.org/telecommunications-system-management.php,https://www.omicsonline.org/editorialboard-telecommunications-system-management-open-access.php,https://www.omicsonline.org/archive-telecommunications-system-management-open-access.php,https://www.omicsonline.org/contact-telecommunications-system-management-open-access.php, ISSN: 2167-0919
Journal of Textile Science & Engineering Open Access Journal,https://www.omicsonline.org/textile-science-engineering.php,https://www.omicsonline.org/editorialboard-textile-science-engineering-open-access.php,https://www.omicsonline.org/archive-textile-science-engineering-open-access.php,https://www.omicsonline.org/contact-textile-science-engineering-open-access.php, ISSN: 2165-8064
Lovotics Open Access Journal,https://www.omicsonline.org/lovotics.php,https://www.omicsonline.org/editorialboard-lovotics-open-access.php,https://www.omicsonline.org/archive-lovotics-open-access.php,https://www.omicsonline.org/contact-lovotics-open-access.php, ISSN: 2090-9888
Advances in Dairy Research Open Access Journal,https://www.omicsonline.org/advances-dairy-research.php,https://www.omicsonline.org/editorialboard-advances-in-dairy-research-open-access.php,https://www.omicsonline.org/archive-advances-in-dairy-research-open-access.php,https://www.omicsonline.org/contact-advances-in-dairy-research-open-access.php, ISSN: 2329-888X
Journal of Experimental Food Chemistry Open Access Journal,https://www.omicsonline.org/experimental-food-chemistry.php,https://www.omicsonline.org/editorialboard-experimental-food-chemistry.php,https://www.omicsonline.org/archive-experimental-food-chemistry.php,https://www.omicsonline.org/contact-experimental-food-chemistry.php, ISSN 2472-0542
Journal of Food & Industrial Microbiology Open Access Journal,https://www.omicsonline.org/food-industrial-microbiology.php,https://www.omicsonline.org/editorialboard-food-industrial-microbiology.php,https://www.omicsonline.org/archive-food-industrial-microbiology.php,https://www.omicsonline.org/contact-food-industrial-microbiology.php, ISSN: 2572-4134
Journal of Food Processing & Technology Open Access Journal,https://www.omicsonline.org/food-processing-technology.php,https://www.omicsonline.org/editorialboard-food-processing-technology-open-access.php,https://www.omicsonline.org/archive-food-processing-technology-open-access.php,https://www.omicsonline.org/contact-food-processing-technology-open-access.php, ISSN: 2157-7110
"Journal of Food: Microbiology, Safety & Hygiene Open Access Journal",https://www.omicsonline.org/foodmicrobiology-safety-hygiene.php,https://www.omicsonline.org/editorialboard-foodmicrobiology-safety-hygiene.php,https://www.omicsonline.org/archive-foodmicrobiology-safety-hygiene.php,https://www.omicsonline.org/contact-foodmicrobiology-safety-hygiene.php, ISSN: 2476-2059
Journal of Nutrition & Food Sciences Open Access Journal,https://www.omicsonline.org/nutrition-food-sciences.php,https://www.omicsonline.org/editorialboard-nutrition-food-sciences-open-access.php,https://www.omicsonline.org/archive-nutrition-food-sciences-open-access.php,https://www.omicsonline.org/contact-nutrition-food-sciences-open-access.php, ISSN: 2155-9600
Journal of Nutrition and Dietetics ,https://www.omicsonline.org/journal-nutrition-dietetics.php,https://www.omicsonline.org/editorialboard-journal-nutrition-dietetics.php,https://www.omicsonline.org/archive-journal-nutrition-dietetics.php,https://www.omicsonline.org/contact-journal-nutrition-dietetics.php, 
Journal of Nutrition Science Research Open Access Journal,https://www.omicsonline.org/nutrition-science-research.php,https://www.omicsonline.org/editorialboard-nutrition-science-research.php,https://www.omicsonline.org/archive-nutrition-science-research.php,https://www.omicsonline.org/contact-nutrition-science-research.php, 
Journal of Probiotics & Health Open Access Journal,https://www.omicsonline.org/probiotics-health.php,https://www.omicsonline.org/editorialboard-probiotics-health-open-access.php,https://www.omicsonline.org/archive-probiotics-health-open-access.php,https://www.omicsonline.org/contact-probiotics-health-open-access.php, ISSN: 2329-8901
Vitamins & Minerals Open Access Journal,https://www.omicsonline.org/vitamins-minerals.php,https://www.omicsonline.org/editorialboard-vitamins-minerals-open-access.php,https://www.omicsonline.org/archive-vitamins-minerals-open-access.php,https://www.omicsonline.org/contact-vitamins-minerals-open-access.php, ISSN: 2376-1318
Archives of Science ,https://www.omicsonline.org/archives-science.php,https://www.omicsonline.org/editorialboard-archives-science.php,https://www.omicsonline.org/archive-archives-science.php,https://www.omicsonline.org/indexing-archives-science.php, 
Biological Systems: Open Access Open Access Journal,https://www.omicsonline.org/biological-systems-open-access.php,https://www.omicsonline.org/editorialboard-biological-systems-open-access.php,https://www.omicsonline.org/archive-biological-systems-open-access.php,https://www.omicsonline.org/contact-biological-systems-open-access.php, ISSN: 2329-6577
"Entomology, Ornithology & Herpetology: Current Research Open Access Journal",https://www.omicsonline.org/entomology-ornithology-herpetology.php,https://www.omicsonline.org/editorialboard-entomology-ornithology-herpetology-open-access.php,https://www.omicsonline.org/archive-entomology-ornithology-herpetology-open-access.php,https://www.omicsonline.org/contact-entomology-ornithology-herpetology-open-access.php, ISSN: 2161-0983
Forest Research: Open Access Open Access Journal,https://www.omicsonline.org/forest-research-open-access.php,https://www.omicsonline.org/editorialboard-forest-research-open-access.php,https://www.omicsonline.org/archive-forest-research-open-access.php,https://www.omicsonline.org/contact-forest-research-open-access.php, ISSN: 2168-9776
Journal of Astrobiology & Outreach Open Access Journal,https://www.omicsonline.org/astrobiology-and-outreach.php,https://www.omicsonline.org/editorialboard-astrobiology-outreach-open-access.php,https://www.omicsonline.org/archive-astrobiology-outreach-open-access.php,https://www.omicsonline.org/contact-astrobiology-outreach-open-access.php, ISSN: 2332-2519
Journal of Biological and Medical Sciences ,https://www.omicsonline.org/biological-medicalsciences.php,https://www.omicsonline.org/editorialboard-biological-medicalsciences.php,https://www.omicsonline.org/archive-biological-medicalsciences.php,https://www.omicsonline.org/contact-biological-medicalsciences.php, 
Journal of Biomusical Engineering Open Access Journal,https://www.omicsonline.org/biomusical-engineering.php,https://www.omicsonline.org/editorialboard-biomusical-engineering-open-access.php,https://www.omicsonline.org/archive-biomusical-engineering-open-access.php,https://www.omicsonline.org/contact-biomusical-engineering-open-access.php, ISSN: 2090-2719
Journal of Bioresearch Communications ,https://www.omicsonline.org/bioresearch-communications.php,https://www.omicsonline.org/editorialboard-bioresearch-communications.php,https://www.omicsonline.org/archive-bioresearch-communications.php,https://www.omicsonline.org/contact-bioresearch-communications.php, 
"Journal of Biotechnology & Biomaterials Open Access Journal, Official Journal of Semi-Conductor Society, Society for Applied Biotechnology",https://www.omicsonline.org/biotechnology-biomaterials.php,https://www.omicsonline.org/editorialboard-biotechnology-biomaterials-open-access.php,https://www.omicsonline.org/archive-biotechnology-biomaterials-open-access.php,https://www.omicsonline.org/contact-biotechnology-biomaterials-open-access.php, ISSN: 2155-952X
Journal of Bioterrorism & Biodefense Open Access Journal,https://www.omicsonline.org/bioterrorism-biodefense.php,https://www.omicsonline.org/editorialboard-bioterrorism-biodefense-open-access.php,https://www.omicsonline.org/archive-bioterrorism-biodefense-open-access.php,https://www.omicsonline.org/contact-bioterrorism-biodefense-open-access.php, ISSN: 2157-2526
Journal of Ergonomics Open Access Journal,https://www.omicsonline.org/ergonomics.php,https://www.omicsonline.org/editorialboard-ergonomics-open-access.php,https://www.omicsonline.org/archive-ergonomics-open-access.php,https://www.omicsonline.org/contact-ergonomics-open-access.php, ISSN-2165-7556
Journal of Forensic Biomechanics Open Access Journal,https://www.omicsonline.org/forensic-biomechanics.php,https://www.omicsonline.org/editorialboard-forensic-biomechanics-open-access.php,https://www.omicsonline.org/archive-forensic-biomechanics-open-access.php,https://www.omicsonline.org/contact-forensic-biomechanics-open-access.php, ISSN: 2090-2697
Journal of Forensic Research Open Access Journal,https://www.omicsonline.org/forensic-research.php,https://www.omicsonline.org/editorialboard-forensic-research-open-access.php,https://www.omicsonline.org/archive-forensic-research-open-access.php,https://www.omicsonline.org/contact-forensic-research-open-access.php, ISSN: 2157-7145
Journal of Nutrition & Weight Loss Open Access Journal,https://www.omicsonline.org/nutrition-weight-loss.php,https://www.omicsonline.org/editorialboard-nutrition-weight-loss.php,https://www.omicsonline.org/archive-nutrition-weight-loss.php,https://www.omicsonline.org/contact-nutrition-weight-loss.php, 
Journal of Research and Development Open Access Journal,https://www.omicsonline.org/journal-research-development.php,https://www.omicsonline.org/editorialboard-journal-research-development-open-access.php,https://www.omicsonline.org/archive-journal-research-development-open-access.php,https://www.omicsonline.org/contact-journal-research-development-open-access.php, ISSN : 2311-3278
Advancements in Genetic Engineering Open Access Journal,https://www.omicsonline.org/advancements-in-genetic-engineering.php,https://www.omicsonline.org/editorialboard-advancements-in-genetic-engineering-open-access.php,https://www.omicsonline.org/archive-advancements-in-genetic-engineering-open-access.php,https://www.omicsonline.org/contact-advancements-in-genetic-engineering-open-access.php, ISSN: 2169-0111 
Advances in Molecular Diagnostics Open Access Journal,https://www.omicsonline.org/advances-molecular-diagnostics.php,https://www.omicsonline.org/editorialboard-advances-molecular-diagnostics.php,https://www.omicsonline.org/archive-advances-molecular-diagnostics.php,https://www.omicsonline.org/contact-advances-molecular-diagnostics.php, ISSN: 2572-5645
Cell & Developmental Biology Open Access Journal,https://www.omicsonline.org/cell-developmental-biology.php,https://www.omicsonline.org/editorialboard-cell-developmental-biology-open-access.php,https://www.omicsonline.org/archive-cell-developmental-biology-open-access.php,https://www.omicsonline.org/contact-cell-developmental-biology-open-access.php, ISSN: 2168-9296
Cellular and Molecular Biology Open Access Journal,https://www.omicsonline.org/cellular-and-molecular-biology.php,https://www.omicsonline.org/editorialboard-cellular-and-molecular-biology-open-access.php,https://www.omicsonline.org/archive-cellular-and-molecular-biology-open-access.php,https://www.omicsonline.org/contact-cellular-and-molecular-biology-open-access.php, 1165-158X
Cloning & Transgenesis Open Access Journal,https://www.omicsonline.org/cloning-transgenesis.php,https://www.omicsonline.org/editorialboard-cloning-transgenesis-open-access.php,https://www.omicsonline.org/archive-cloning-transgenesis-open-access.php,https://www.omicsonline.org/contact-cloning-transgenesis-open-access.php, ISSN: 2168-9849
Epigenetics Research: Open Access ,https://www.omicsonline.org/epigenetics-research-open-access.php,https://www.omicsonline.org/editorialboard-epigenetics-research-open-access.php,https://www.omicsonline.org/archive-epigenetics-research-open-access.php,https://www.omicsonline.org/contact-epigenetics-research-open-access.php, 
Fungal Genomics & Biology Open Access Journal,https://www.omicsonline.org/fungal-genomics-biology.php,https://www.omicsonline.org/editorialboard-fungal-genomics-biology-open-access.php,https://www.omicsonline.org/archive-fungal-genomics-biology-open-access.php,https://www.omicsonline.org/contact-fungal-genomics-biology-open-access.php, ISSN: 2165-8056
Gene Technology Open Access Journal,https://www.omicsonline.org/gene-technology.php,https://www.omicsonline.org/editorialboard-gene-technology-open-access.php,https://www.omicsonline.org/archive-gene-technology-open-access.php,https://www.omicsonline.org/contact-gene-technology-open-access.php, ISSN: 2329-6682
Hereditary Genetics: Current Research Open Access Journal,https://www.omicsonline.org/hereditary-genetics.php,https://www.omicsonline.org/editorialboard-hereditary-genetics-open-access.php,https://www.omicsonline.org/archive-hereditary-genetics-open-access.php,https://www.omicsonline.org/contact-hereditary-genetics-open-access.php, ISSN: 2161-1041
Human Genetics & Embryology Open Access Journal,https://www.omicsonline.org/human-genetics-embryology.php,https://www.omicsonline.org/editorialboard-human-genetics-embryology-open-access.php,https://www.omicsonline.org/archive-human-genetics-embryology-open-access.php,https://www.omicsonline.org/contact-human-genetics-embryology-open-access.php, ISSN: 2161-0436
Journal of Aging Science Open Access Journal,https://www.omicsonline.org/aging-science.php,https://www.omicsonline.org/editorialboard-aging-science-open-access.php,https://www.omicsonline.org/archive-aging-science-open-access.php,https://www.omicsonline.org/contact-aging-science-open-access.php, ISSN: 2329-8847
Journal of Cell Science & Therapy Open Access Journal,https://www.omicsonline.org/cell-science-therapy.php,https://www.omicsonline.org/editorialboard-cell-science-therapy-open-access.php,https://www.omicsonline.org/archive-cell-science-therapy-open-access.php,https://www.omicsonline.org/contact-cell-science-therapy-open-access.php, ISSN: 2157-7013
Journal of Clinical & Medical Genomics Open Access Journal,https://www.omicsonline.org/clinical-and-medical-genomics.php,https://www.omicsonline.org/editorialboard-clinical-and-medical-genomics.php,https://www.omicsonline.org/archive-clinical-and-medical-genomics.php,https://www.omicsonline.org/contact-clinical-and-medical-genomics.php, ISSN: 2472-128X
Journal of Cytology & Histology Open Access Journal,https://www.omicsonline.org/cytology-histology.php,https://www.omicsonline.org/editorialboard-cytology-histology-open-access.php,https://www.omicsonline.org/archive-cytology-histology-open-access.php,https://www.omicsonline.org/contact-cytology-histology-open-access.php, ISSN: 2157-7099
Journal of Down Syndrome & Chromosome Abnormalities Open Access Journal,https://www.omicsonline.org/down-syndrome.php,https://www.omicsonline.org/editorialboard-down-syndrome.php,https://www.omicsonline.org/archive-down-syndrome.php,https://www.omicsonline.org/contact-down-syndrome.php, ISSN: 2472-1115
"Journal of Fertilization: In Vitro - IVF-Worldwide, Reproductive Medicine, Genetics & Stem Cell Biology Open Access Journal",https://www.omicsonline.org/fertilization-in-vitro.php,https://www.omicsonline.org/editorialboard-fertilization-in-vitro-open-access.php,https://www.omicsonline.org/archive-fertilization-in-vitro-open-access.php,https://www.omicsonline.org/contact-fertilization-in-vitro-open-access.php, ISSN: 2375-4508
"Journal of Genetic Syndromes & Gene Therapy  Open Access Journal, Official Journal of European Biotechnology Thematic Network Association",https://www.omicsonline.org/genetic-syndromes-gene-therapy.php,https://www.omicsonline.org/editorialboard-genetic-syndromes-gene-therapy-open-access.php,https://www.omicsonline.org/archive-genetic-syndromes-gene-therapy-open-access.php,https://www.omicsonline.org/contact-genetic-syndromes-gene-therapy-open-access.php, ISSN: 2157-7412
Journal of Genetics and DNA Research ,https://www.omicsonline.org/journal-genetics-dna-research.php,https://www.omicsonline.org/editorialboard-journal-genetics-dna-research.php,https://www.omicsonline.org/archive-journal-genetics-dna-research.php,https://www.omicsonline.org/contact-journal-genetics-dna-research.php, 
Journal of Genetics and Genomes ,https://www.omicsonline.org/journal-genetics-genomes.php,https://www.omicsonline.org/editorialboard-journal-genetics-genomes.php,https://www.omicsonline.org/archive-journal-genetics-genomes.php,https://www.omicsonline.org/contact-journal-genetics-genomes.php, 
Journal of Molecular and Genetic Medicine Open Access Journal,https://www.omicsonline.org/molecular-genetic-medicine.php,https://www.omicsonline.org/editorialboard-molecular-genetic-medicine-open-access.php,https://www.omicsonline.org/archive-molecular-genetic-medicine-open-access.php,https://www.omicsonline.org/contact-molecular-genetic-medicine-open-access.php, ISSN: 1747-0862
Journal of Molecular Biomarkers & Diagnosis Open Access Journal,https://www.omicsonline.org/molecular-biomarkers-diagnosis.php,https://www.omicsonline.org/editorialboard-molecular-biomarkers-diagnosis-open-access.php,https://www.omicsonline.org/archive-molecular-biomarkers-diagnosis-open-access.php,https://www.omicsonline.org/contact-molecular-biomarkers-diagnosis-open-access.php, ISSN-2155-9929
Journal of Molecular Imaging & Dynamics Open Access Journal,https://www.omicsonline.org/molecular-imaging-dynamics.php,https://www.omicsonline.org/editorialboard-molecular-imaging-dynamics-open-access.php,https://www.omicsonline.org/archive-molecular-imaging-dynamics-open-access.php,https://www.omicsonline.org/contact-molecular-imaging-dynamics-open-access.php, ISSN: 2155-9937
Journal of Plant Genetics and Breeding ,https://www.omicsonline.org/journal-plant-genetics-breeding.php,https://www.omicsonline.org/editorialboard-journal-plant-genetics-breeding.php,https://www.omicsonline.org/archive-journal-plant-genetics-breeding.php,https://www.omicsonline.org/contact-journal-plant-genetics-breeding.php, 
Journal of Stem Cell Research & Therapy Open Access Journal,https://www.omicsonline.org/stem-cell-research-therapy.php,https://www.omicsonline.org/editorialboard-stem-cell-research-therapy-open-access.php,https://www.omicsonline.org/archive-stem-cell-research-therapy-open-access.php,https://www.omicsonline.org/contact-stem-cell-research-therapy-open-access.php, ISSN: 2157-7633
Journal of Tissue Science & Engineering Open Access Journal,https://www.omicsonline.org/tissue-science-engineering.php,https://www.omicsonline.org/editorialboard-tissue-science-engineering-open-access.php,https://www.omicsonline.org/archive-tissue-science-engineering-open-access.php,https://www.omicsonline.org/contact-tissue-science-engineering-open-access.php, ISSN: 2157-7552
Molecular Biology: Open Access Open Access Journal,https://www.omicsonline.org/molecular-biology.php,https://www.omicsonline.org/editorialboard-molecular-biology-open-access.php,https://www.omicsonline.org/archive-molecular-biology-open-access.php,https://www.omicsonline.org/contact-molecular-biology-open-access.php, ISSN: 2168-9547
Single Cell Biology Open Access Journal,https://www.omicsonline.org/single-cell-biology.php,https://www.omicsonline.org/editorialboard-single-cell-biology-open-access.php,https://www.omicsonline.org/archive-single-cell-biology-open-access.php,https://www.omicsonline.org/contact-single-cell-biology-open-access.php, ISSN: 2168-9431
Journal of Coastal Zone Management Open Access Journal,https://www.omicsonline.org/coastal-development.php,https://www.omicsonline.org/editorialboard-coastal-development-open-access.php,https://www.omicsonline.org/archive-coastal-development-open-access.php,https://www.omicsonline.org/contact-coastal-development-open-access.php, ISSN: 2473-3350
Journal of Earth Science & Climatic Change Open Access Journal,https://www.omicsonline.org/earth-science-climatic-change.php,https://www.omicsonline.org/editorialboard-earth-science-climatic-change-open-access.php,https://www.omicsonline.org/archive-earth-science-climatic-change-open-access.php,https://www.omicsonline.org/contact-earth-science-climatic-change-open-access.php, ISSN: 2157-7617
